Dataset,Category,AUROC-IMG,F1-IMG,AP-IMG,AUROC-PIXEL,F1-PIXEL,AP-PIXEL,AUPRO-0.3
real_iad_3d,audio_jack_socket,0.68905,0.8990825687576803,0.8578759469717547,0.8337533165304949,0.0244069358944165,0.0107163806134448,0.470915593886063
real_iad_3d,connector_housing_female,0.8641333333333333,0.8881789136881053,0.9560636722892562,0.9459710862379382,0.3620920299328777,0.3477731156131972,0.7913046595126236
real_iad_3d,dc_power_connector,0.79355,0.8934240362316113,0.94025300597075,0.9016387460844104,0.3671013038654841,0.3079136998499925,0.5427902994965078
real_iad_3d,ferrite_bead,0.9151,0.9178743960853228,0.9476351341295566,0.8540406892074408,0.2666218938402462,0.1641311899302977,0.4631295543976489
real_iad_3d,fuse_holder,0.9259333333333334,0.9350649350149688,0.9706638919092092,0.9825132706263638,0.328418230516131,0.2890701599208582,0.9244243212652896
real_iad_3d,humidity_sensor,0.7576,0.8888888888395062,0.9435279989813842,0.9437668004579226,0.5045134410768731,0.4517573305049665,0.6641369015153795
real_iad_3d,lattice_block_plug,0.7184499999999999,0.8959276017604063,0.9171226888084087,0.918718426053675,0.3620002811521404,0.2862870958741856,0.7851486525407558
real_iad_3d,lego_propeller,1.0,0.99999999995,1.0,0.9569766659830284,0.1167052875010545,0.0446033918735275,0.8408182583829046
real_iad_3d,miniature_lifting_motor,0.4876,0.8032128513575588,0.6778411001176017,0.6247411851314952,0.0152581146347019,0.0057306920331486,0.3820998032737441
real_iad_3d,purple_clay_pot,0.93665,0.9682151588742296,0.9716161880431752,0.9941623985904892,0.726111201292937,0.763073962567052,0.9192917006796876
real_iad_3d,common_mode_filter,0.897,0.9160671462330569,0.9721148261508272,0.798317812374231,0.1301670246944034,0.0683422752031512,0.6201286893662172
real_iad_3d,crimp_st_cable_mount_box,0.7016,0.8571428570938775,0.9069867520467914,0.9581957172786706,0.542742737313095,0.5278543528039005,0.7729268277747581
real_iad_3d,ethernet_connector,0.8927333333333334,0.9158249157749208,0.9584375017636316,0.9345574787849624,0.3098747644449584,0.2063085427130037,0.7603972367485977
real_iad_3d,fork_crimp_terminal,0.5722,0.8595988538191806,0.8470876971833132,0.9794468502366214,0.572509656517858,0.5715918682589011,0.8390358502414668
real_iad_3d,headphone_jack_socket,0.92644,0.9506903352557294,0.9804945851255694,0.9552770765341956,0.3346980034881766,0.2728424742383034,0.8268384281571278
real_iad_3d,knob_cap,0.6226666666666666,0.8571428570938775,0.8691203614116472,0.9568528395581026,0.605301065925274,0.5708607103951857,0.6577597812444458
real_iad_3d,lego_pin_connector_plate,0.8656,0.9181141438705982,0.9601311183175384,0.959904362147427,0.543398072451404,0.5348680091710525,0.8301921587468335
real_iad_3d,limit_switch,0.6596,0.8888888888395062,0.8975559648219481,0.962754186151536,0.2609799160864635,0.2044941831174445,0.8514176268929382
real_iad_3d,power_jack,0.5618,0.799999999952,0.7949280699902496,0.9851191162518982,0.3940334128378544,0.3797673830702271,0.8747134466228828
real_iad_3d,telephone_spring_switch,0.6318799999999999,0.9090909090413224,0.914037820589924,0.9384215146725422,0.3498552821571803,0.3118435530673724,0.673821921850759
real_iad_3d,Average,0.7709793333333333,0.8981215128766727,0.9141747162311267,0.9192564769446723,0.35583943278117647,0.31599151854096064,0.7245645856298316
