Dataset,Category,AUROC-IMG,F1-IMG,AP-IMG,AUROC-PIXEL,F1-PIXEL,AP-PIXEL,AUPRO-0.3
real_iad_3d,audio_jack_socket,0.6924499999999999,0.8888888888395062,0.8957552379876975,0.8488551404745155,0.0262943375839396,0.0107113382898172,0.5543645312325833
real_iad_3d,connector_housing_female,0.5755333333333333,0.8731563421335526,0.8083765503808781,0.9506494086183626,0.426199231792212,0.2842416284137515,0.644036279985862
real_iad_3d,dc_power_connector,0.4701,0.902050113845611,0.7563590823218083,0.9427618678805322,0.2828282827794267,0.1872445457602793,0.5770609397403618
real_iad_3d,ferrite_bead,0.7851,0.8303571428077168,0.8872039147622024,0.9585464241894482,0.1922255446019848,0.1294802084358186,0.7807823390142374
real_iad_3d,fuse_holder,0.8266666666666667,0.8910256409757151,0.9365881834466008,0.9593975848509236,0.2770312176481442,0.1597550723773912,0.824620604578732
real_iad_3d,humidity_sensor,0.6767500000000001,0.8888888888395062,0.9108360563427976,0.9366807153215608,0.444688443541069,0.4261595405060626,0.6740727028487348
real_iad_3d,lattice_block_plug,0.66505,0.8963963963468874,0.8876749860258879,0.9024080099319431,0.2960046201027784,0.2200083935519782,0.7168576137892141
real_iad_3d,lego_propeller,0.9027333333333336,0.9119496854847512,0.9647266363660292,0.928262504466174,0.0740316732972861,0.0207802258968154,0.7616590089798856
real_iad_3d,miniature_lifting_motor,0.5093,0.799999999952,0.6666702887894133,0.7606449928229879,0.0206832011159574,0.0083450032250268,0.4410031978012704
real_iad_3d,purple_clay_pot,0.93615,0.9512195121451518,0.9788157093666116,0.9830348995558146,0.618135506827237,0.6116095696798558,0.9138840414565518
real_iad_3d,common_mode_filter,0.55185,0.8888888888395062,0.8581573210302305,0.8352208566557686,0.1925923184678907,0.1078110944625663,0.6340392657953102
real_iad_3d,crimp_st_cable_mount_box,0.7644,0.8713450291905201,0.9211863116535416,0.9501621116192832,0.6111096736972885,0.5832746972147613,0.7780426634847809
real_iad_3d,ethernet_connector,0.7605333333333334,0.879056047148302,0.9048226525251172,0.8439188581212366,0.3508733860877781,0.2508006112130973,0.4599453106826671
real_iad_3d,fork_crimp_terminal,0.7511333333333333,0.8571428570938775,0.910749374509934,0.9669812440597756,0.4302074275987542,0.3921477941515497,0.8532934885745882
real_iad_3d,headphone_jack_socket,0.7557200000000001,0.9090909090413224,0.9380133557753026,0.923807522203686,0.2361204012886205,0.1643393065647412,0.7080852157486265
real_iad_3d,knob_cap,0.7065333333333333,0.8621700879272625,0.8674286969090268,0.8761835954808916,0.441401299872821,0.3837758958566852,0.5805165066144168
real_iad_3d,lego_pin_connector_plate,0.95225,0.9653465346034704,0.9851158857780916,0.9767444060274596,0.6203836412042448,0.635938645097716,0.8793739106406283
real_iad_3d,limit_switch,0.8580000000000001,0.9047619047120182,0.958039812696554,0.9555159465505206,0.2230088495076809,0.1568855704494159,0.8711962708658127
real_iad_3d,power_jack,0.4956,0.799999999952,0.7114129810503378,0.8750445411032393,0.2395029184357699,0.1567697910834122,0.4842447592227762
real_iad_3d,telephone_spring_switch,0.6334,0.910746812336555,0.9178515632067364,0.9012778767163782,0.4442267443949678,0.3816042841600899,0.5393379755478865
real_iad_3d,Average,0.7134626666666667,0.8841240841107616,0.8832892300462397,0.9138049253325251,0.32237743599229257,0.26358416081954156,0.6838208313302463
